Date,px_SPY,px_QQQ,px_TLT,px_GLD,ret_SPY,ret_QQQ,ret_TLT,ret_GLD,w_ew_SPY,w_ew_QQQ,w_ew_TLT,w_ew_GLD,w_minvar_SPY,w_minvar_QQQ,w_minvar_TLT,w_minvar_GLD,w_rp_SPY,w_rp_QQQ,w_rp_TLT,w_rp_GLD,ret_ew,ret_minvar,ret_rp
2018-11-29,245.69276428222656,160.67518615722656,94.51419067382812,115.73999786376953,-0.0021852904988137745,-0.003259895831755677,0.0039322048403025445,0.0031201301691909933,0.25,0.25,0.25,0.25,0.496905714209089,0.0,0.34295992699151195,0.16013435879939905,0.001446521905308621,0.0008668819496910192,0.6288513034947925,0.3688352926502078,0.0004017871697310216,0.0007623453928924957,0.0036175992480626707
2018-11-30,247.19039916992188,161.8409423828125,94.86785888671875,115.54000091552734,0.006095559598877642,0.007255359420870411,0.0037419588568572415,-0.0017279847238081958,0.25,0.25,0.25,0.25,0.496905714209089,0.0,0.34295992699151195,0.16013435879939905,0.001446521905308621,0.0008668819496910192,0.6288513034947925,0.3688352926502078,0.0038412232881992747,0.004035550606575182,0.0017309008540630395
2018-12-03,250.46353149414062,164.66937255859375,95.54146575927734,116.41000366210938,0.013241340825574488,0.017476604709153243,0.007100475128915207,0.007529883500850154,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,0.011337076041123273,0.01022066941807868,0.007276733867632822
2018-12-04,242.34788513183594,158.35324096679688,97.14095306396484,117.12000274658203,-0.03240250711906356,-0.03835644415022854,0.01674128915624462,0.00609912432039339,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,-0.011979634448163523,-0.008094578205464557,0.009692851086733852
2018-12-06,241.98023986816406,159.47117614746094,97.446044921875,117.13999938964844,-0.001517014532525729,0.007059755606129148,0.0031407130390130877,0.0001707363609755319,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,0.0022135476183980096,0.0003024643761315069,0.001568310654150727
2018-12-07,236.35757446289062,154.20608520507812,97.62742614746094,118.08999633789062,-0.023236051870751062,-0.03301594099684979,0.0018613503065347814,0.00810992789134457,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,-0.011570178667430375,-0.00793684477543672,0.004214651590820717
2018-12-10,236.80593872070312,155.8209991455078,98.03141784667969,117.68000030517578,0.0018969743568886255,0.010472439776173736,0.004138096385011059,-0.003471894702593792,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,0.003258903953869907,0.0012460088620282611,0.0002427051969206115
2018-12-11,236.8597869873047,156.3369903564453,98.01490783691406,117.54000091552734,0.00022739407167104986,0.0033114356458185945,-0.0001684154950348793,-0.001189661703648759,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,0.0005451881297015015,-0.00024175617273423548,-0.0006472333224536585
2018-12-12,238.0524444580078,157.71299743652344,97.57795715332031,117.79000091552734,0.0050352889609204254,0.008801545155377788,-0.004458002290027019,0.0021269354947484054,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,0.0028764418302549,0.0014581413204874656,-0.0007267721833567032
2018-12-13,237.97174072265625,157.76072692871094,97.34709930419922,117.52999877929688,-0.00033901662104462993,0.0003026351217927381,-0.0023658811462752283,-0.002207336227265433,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,-0.0011523997181981382,-0.00141080263561054,-0.002215255459238785
2018-12-14,233.57763671875,153.91943359375,97.68512725830078,117.05999755859375,-0.01846481431182767,-0.024348856713222067,0.0034723988338394296,-0.0039989894119348834,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,-0.010835065400786298,-0.008285974001380682,-0.0011171107209357034
2018-12-17,228.9952392578125,150.4316864013672,98.25401306152344,117.87000274658203,-0.019618305610545894,-0.022659563584337628,0.005823668548011307,0.0069195729103175285,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,-0.0073836569341386715,-0.005402725329448653,0.005585866663014026
2018-12-18,228.74415588378906,151.37767028808594,98.84243774414062,118.1500015258789,-0.0010964567422327987,0.006288461622339092,0.005988810678386525,0.0023754880187698557,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,0.0033890758943156685,0.0018946962900666959,0.003996842136378615
2018-12-19,225.31858825683594,147.66062927246094,100.14825439453125,117.43000030517578,-0.014975541620802946,-0.02455475109737859,0.013211093131583862,-0.006093958623821227,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,-0.008103289552604725,-0.004293753390271067,0.002278872688584938
2018-12-20,221.65081787109375,145.52020263671875,99.78458404541016,119.23999786376953,-0.016278152699773618,-0.01449558115990901,-0.003631319899879859,0.015413416962360094,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,-0.004747909199300598,-0.004643094444267296,0.005842049729504374
2018-12-21,217.10931396484375,141.0100555419922,99.76807403564453,118.72000122070312,-0.02048945250854528,-0.030993271126661615,-0.000165456517392637,-0.004360924625816387,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,-0.01400227619460398,-0.010385816953406686,-0.0030695327020246596
2018-12-24,211.37261962890625,137.5132293701172,100.26395416259766,120.0199966430664,-0.026423068781224357,-0.024798417094684888,0.004970328752421871,0.010950096100037499,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,-0.008825265255862469,-0.007739363506027575,0.007130079797207467
2018-12-26,222.05218505859375,146.09945678710938,99.1895523071289,119.66000366210938,0.05052482884697618,0.06243928279716515,-0.010715733928929216,-0.002999441684935489,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,0.024812234007569156,0.0188640054523566,-0.00474243672290666
2018-12-27,223.7569580078125,146.66482543945312,99.20610809326172,120.56999969482422,0.007677352730255382,0.00386975191268224,0.00016691058430784445,0.007604847107346435,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,0.0048297155836479755,0.005397673825261687,0.004188970100882662
2018-12-28,223.4683074951172,146.58811950683594,100.0407943725586,121.05999755859375,-0.0012900180412948048,-0.0005230015607856631,0.00841365814403483,0.004064011487183938,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,0.002666162507284575,0.002954464231391565,0.005884025236038065
2018-12-31,225.42568969726562,147.8243865966797,100.42094421386719,121.25,0.008759104251018668,0.008433610404464664,0.003799948248040641,0.0015694898830167503,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,0.005640538196635181,0.0054901256834012846,0.002794009772921536
2019-01-02,225.66012573242188,148.4185333251953,100.94988250732422,121.33000183105469,0.0010399703577310682,0.004019274100806491,0.005267210914991383,0.0006598089159148834,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,0.0027465660723609564,0.00221912223230443,0.0027959451210826745
2019-01-03,220.2752685546875,143.56959533691406,102.09864044189453,122.43000030517578,-0.023862688014804623,-0.03267070412060258,0.011379487583722314,0.009066170423806419,0.25,0.25,0.25,0.25,0.4518924195409449,0.0,0.30115046243179333,0.24695711802726186,0.018315601857539207,0.0118557606089019,0.4534755823283203,0.5163530552052384,-0.009021933531969617,-0.005117474556278711,0.009017269016062219
2019-01-04,227.6535186767578,149.71217346191406,100.91680908203125,121.44000244140625,0.03349559017896975,0.042784672552605985,-0.01157538782836065,-0.00808623590052937,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,0.014154659750671428,0.009653516378905075,-0.008303771619275358
2019-01-07,229.4485626220703,151.4945831298828,100.6192855834961,121.86000061035156,0.007884982212206681,0.011905576058063083,-0.0029482055689386,0.003458482876331992,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,0.005075208894415789,0.0027630687594024875,0.001604180940461285
2019-01-08,231.60430908203125,152.8649444580078,100.3548355102539,121.52999877929688,0.009395336520419573,0.009045612719697838,-0.0026282245168869345,-0.00270804061547536,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,0.003276171026938779,0.0019470161291295202,0.0007052647061234211
2019-01-09,232.6866455078125,154.11070251464844,100.19779205322266,122.30999755859375,0.004673213681002375,0.008149403128739241,-0.0015648818139430976,0.006418158373500793,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,0.004418973342324828,0.0027770026026166317,0.0018838830670090635
2019-01-10,233.50753784179688,154.5514678955078,99.55317687988281,121.58999633789062,0.0035278876112243562,0.0028600569179644264,-0.006433426926188535,-0.005886691481276518,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,-0.0014830434695690675,-0.0024926025979579566,-0.003616863141503629
2019-01-11,233.59767150878906,153.98606872558594,99.9416275024414,121.80000305175781,0.00038599896099822395,-0.00365832287212009,0.003901941000107767,0.001727170986037363,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,0.000589197018755816,0.0020249170186357615,0.0020903681334573376
2019-01-14,232.1725311279297,152.6253662109375,99.5697250366211,122.08999633789062,-0.00610083299056241,-0.008836529992029996,-0.003721196813722405,0.002380897199235621,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,-0.0040694156492697975,-0.003133925107202944,-0.0037259730493897085
2019-01-15,234.8334503173828,155.60557556152344,99.20610809326172,121.87999725341797,0.011460956111069454,0.019526304339654077,-0.003651882569984388,-0.0017200351443329431,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,0.00640383568410155,0.0025973268846523493,0.001855162972450871
2019-01-16,235.4016571044922,155.576904296875,99.30525207519531,122.2699966430664,0.0024196160570031378,-0.0001842560238922708,0.0009993737667886027,0.003199863787636481,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,0.0016086493968839877,0.0020818321027274477,0.0014513144960121604
2019-01-17,237.18759155273438,156.80348205566406,99.33004760742188,122.11000061035156,0.007586753934571533,0.007884060711533802,0.0002496900386275147,-0.001308546962521917,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,0.0036029894305527332,0.0026713703849050776,0.0020999008379108627
2019-01-18,240.34458923339844,158.3558807373047,98.80935668945312,121.0199966430664,0.013310130011426669,0.009900281940738553,-0.005242028273525601,-0.008926410300850951,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,0.0022604933444471675,0.000944035996264967,-0.0010065861174425677
2019-01-22,237.0974578857422,155.1839599609375,99.47881317138672,121.44999694824219,-0.01351031599260577,-0.020030331438268822,0.006775233685992088,0.0035531343340227117,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,-0.005803069852714948,-0.0017671912782607252,-0.0002172147055548052
2019-01-23,237.59353637695312,155.3852081298828,99.43749237060547,121.27999877929688,0.0020922978071320486,0.0012968361485037327,-0.0004153728765345921,-0.0013997379433262624,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,0.0003935057839437317,0.00030150234630281877,3.979205774639385e-05
2019-01-24,237.71978759765625,156.3914031982422,100.09040832519531,121.08999633789062,0.0005313748119091244,0.006475488114147332,0.0065660943274434835,-0.0015666428373899421,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,0.0030015786040274994,0.002265214290795188,0.004246398503321617
2019-01-25,239.73129272460938,158.26002502441406,99.61100006103516,122.86000061035156,0.008461664665280644,0.011948366649049191,-0.004789752306760042,0.01461726258147622,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,0.007559385397261503,0.005034223302765703,0.002477752478273404
2019-01-28,237.90919494628906,156.30514526367188,99.51187133789062,123.29000091552734,-0.007600583793678672,-0.012352328141238544,-0.0009951583970022604,0.0034999210730881636,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,-0.004362037314707828,-0.002416926939802099,-0.0026839740901658687
2019-01-29,237.59353637695312,154.82936096191406,100.0160140991211,123.9800033569336,-0.001326802729954224,-0.009441687279509003,0.005066156976574865,0.005596580714432919,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,-2.64380796138608e-05,0.0027531767233070327,0.0024067290111161
2019-01-30,241.35476684570312,158.7679443359375,99.9416275024414,124.69000244140625,0.015830525215899005,0.025438220177064874,-0.0007437468624371668,0.005726722578225818,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,0.011562930277188133,0.007177132601761658,0.006086165930704764
2019-01-31,243.47442626953125,161.14443969726562,100.80110168457031,124.75,0.008782339174528087,0.014968357569080215,0.008599761716987286,0.00048117377030232333,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,0.008207908057724478,0.006678298894005685,0.008061904807657217
2019-02-01,243.5917510986328,160.46408081054688,100.19231414794922,124.5,0.00048187742301797343,-0.004222043826004218,-0.006039492886954045,-0.002004008016032066,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,-0.002945916826493089,-0.0025575662005121406,-0.004099019701662108
2019-02-04,245.3055419921875,162.45726013183594,99.74504089355469,123.95999908447266,0.007035504633573497,0.012421342590946072,-0.0044641473569925205,-0.004337356751223598,0.25,0.25,0.25,0.25,0.3821510962897209,0.0,0.37258026689620316,0.2452686368140759,0.16536524009019704,0.11633524621251401,0.5570718409162033,0.16122767278108546,0.0026638357790758627,-3.8444982809670994e-05,-0.0005776848598078639
2019-02-05,246.3337860107422,163.8947296142578,100.20059967041016,124.27999877929688,0.0041916868661182605,0.00884829327575365,0.004567232343326566,0.002581475453272253,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,0.005047171984617682,0.0039366733420369854,0.004683009490855443
2019-02-06,246.00909423828125,163.406005859375,100.25029754638672,123.44000244140625,-0.0013180967893976492,-0.002981936978895372,0.0004959838178617559,-0.006758902044908588,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,-0.0026407379988349633,-0.0019893557449042745,-0.0015764272266408543
2019-02-07,243.6639404296875,161.2115020751953,100.91293334960938,123.73999786376953,-0.009532793150818453,-0.013429762098635778,0.006609813830388278,0.002430293392984062,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,-0.0034806120065204726,-0.00032875627914142485,0.004773040635845741
2019-02-08,243.96153259277344,161.52783203125,101.3436279296875,124.20999908447266,0.001221322131461644,0.001962204631696496,0.004267981970021539,0.0037982966608789415,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,0.002812451348514655,0.003038657726429094,0.004032680963221782
2019-02-11,244.09686279296875,161.37448120117188,100.94606018066406,123.5999984741211,0.0005547194213655349,-0.0009493771330284506,-0.00392296740451481,-0.004911042708701019,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,-0.002307166956219686,-0.002538117632251714,-0.004040576658481483
2019-02-12,247.23582458496094,163.7605438232422,100.68927764892578,123.86000061035156,0.012859492564042174,0.01478587323292957,-0.0025437598186468513,0.002103577179937588,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,0.00680129578956562,0.004242728010453881,-0.0006416017808166406
2019-02-13,248.03857421875,163.8755645751953,100.30826568603516,123.37000274658203,0.0032468985234508363,0.0007023715802829678,-0.003784037106901339,-0.003956062177902009,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,-0.000947707295267386,-0.001262767512192439,-0.0035965269783698873
2019-02-14,247.48834228515625,164.07679748535156,100.87980651855469,124.05999755859375,-0.002218332109539145,0.0012279616590666897,0.00569784382783034,0.005592889654295163,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,0.002575090757913262,0.0027840614094914993,0.00541516356043919
2019-02-15,250.18531799316406,164.76673889160156,101.03719329833984,124.80000305175781,0.010897384834799073,0.004204990692310284,0.0015601415706145705,0.005964900110646543,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,0.005656854302092618,0.006073094877093893,0.0030143112454151804
2019-02-19,250.61834716796875,165.0925750732422,101.29397583007812,126.69999694824219,0.0017308336807217994,0.0019775604216758502,0.002541465408486321,0.015224309695700766,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,0.005368542301646184,0.005433874429669016,0.005963473591429587
2019-02-20,251.1234130859375,165.06382751464844,101.00406646728516,126.4800033569336,0.002015279103370071,-0.00017412993031939994,-0.0028620592726984473,-0.0017363346220005127,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,-0.0006893111804120722,-0.000800092333631349,-0.002400378610652419
2019-02-21,250.23048400878906,164.46014404296875,100.10118103027344,125.05000305175781,-0.0035557380579359643,-0.003657272951738122,-0.008939099865886702,-0.011306137470128319,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,-0.006864562086422277,-0.007570537526901976,-0.009372833970290768
2019-02-22,251.7818145751953,165.67709350585938,100.69761657714844,125.5,0.0061996066248737325,0.007399661905760357,0.0059583267723346545,0.0035985360836492397,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,0.005789032846654496,0.005453152656858831,0.005345903864693982
2019-02-25,252.12457275390625,166.28085327148438,100.3994140625,125.37000274658203,0.00136133016313833,0.00364419578379227,-0.0029613661652058143,-0.0010358346885893654,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,0.0002520812732838551,-0.0009006558530936673,-0.002229572893408606
2019-02-26,251.94422912597656,166.45333862304688,100.89636993408203,125.58000183105469,-0.0007152957205235344,0.0010373133657239908,0.004949788564230673,0.001675034536747555,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,0.001736710186544671,0.002060292656337474,0.003865303440827715
2019-02-27,251.83599853515625,166.34793090820312,99.75332641601562,124.69000244140625,-0.00042958154348593514,-0.0006332568377163117,-0.011328886448671915,-0.0070871108191714605,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,-0.004869708912261406,-0.006287145091103595,-0.009749671672058015
2019-02-28,251.36695861816406,165.96463012695312,99.4136962890625,123.98999786376953,-0.0018624816139092282,-0.002304211294708036,-0.003404699764464114,-0.005613959130088775,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,-0.0032963379507925383,-0.0033975217226099893,-0.003952299909566537
2019-03-01,252.93643188476562,167.11456298828125,98.49482727050781,121.87999725341797,0.006243753257108242,0.0069287827198392105,-0.009242881543031212,-0.017017506627186707,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,-0.0032719630483176165,-0.005548486703490279,-0.010736925573841578
2019-03-04,252.01626586914062,167.143310546875,99.26676940917969,121.55999755859375,-0.00363793388231326,0.00017202306058616834,0.007837387607694257,-0.0026255308667169075,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,0.0004364864798125645,0.0010217384228769838,0.004603307498061586
2019-03-05,251.67355346679688,167.2678680419922,99.47430419921875,121.72000122070312,-0.0013598820741265172,0.0007452137612307119,0.0020906773865441153,0.0013162525939691694,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,0.0006980654169043699,0.0006374297234782703,0.0017792843845746405
2019-03-06,250.1492156982422,166.31919860839844,99.83951568603516,121.61000061035156,-0.006056805522697828,-0.005671558110345476,0.003671415344459028,-0.0009037184460104486,0.25,0.25,0.25,0.25,0.3647468334101122,0.0,0.38388333938476504,0.2513698272051227,0.022711631649547443,0.016631966240135035,0.688651343723793,0.2720050583865246,-0.002240166683648681,-0.0010269730019012418,0.002050620022633123
2019-03-07,248.056640625,164.2780303955078,100.48699188232422,121.51000213623047,-0.008365307352258489,-0.012272595286468402,0.006485169642901578,-0.0008222882461903502,0.25,0.25,0.25,0.25,0.4403065794646204,0.0,0.3790152475643694,0.1806781729710102,0.38471069415706266,0.2971708942522289,0.19007666649428956,0.12804174509641883,-0.0037437553105039156,-0.0007683692426025237,0.0038482470567422354
2019-03-08,247.5605010986328,164.0288543701172,100.91031646728516,122.83999633789062,-0.0020001058029210927,-0.0015167945755785173,0.00421273019553281,0.010945553273622899,0.25,0.25,0.25,0.25,0.4403065794646204,0.0,0.3790152475643694,0.1806781729710102,0.38471069415706266,0.2971708942522289,0.19007666649428956,0.12804174509641883,0.0029103457726640247,0.002693651800965283,0.0009820201623562683
2019-03-11,251.1504364013672,167.4403839111328,100.61146545410156,122.23999786376953,0.01450124428898314,0.02079835010807174,-0.002961550648594824,-0.004884390198699684,0.25,0.25,0.25,0.25,0.4403065794646204,0.0,0.3790152475643694,0.1806781729710102,0.38471069415706266,0.2971708942522289,0.19007666649428956,0.12804174509641883,0.006863413387440093,0.004380017721432872,0.010571120537430208
2019-03-12,252.0975341796875,168.36029052734375,101.31700134277344,122.9800033569336,0.003771037756855611,0.005493935182919518,0.007012479994079168,0.006053709964792153,0.25,0.25,0.25,0.25,0.4403065794646204,0.0,0.3790152475643694,0.1806781729710102,0.38471069415706266,0.2971708942522289,0.19007666649428956,0.12804174509641883,0.005582790724661613,0.005412022832884177,0.005191432593736422
2019-03-13,253.76614379882812,169.62525939941406,101.12610626220703,123.83999633789062,0.006618904959027949,0.007513463347610827,-0.0018841367000250742,0.006992949727453013,0.25,0.25,0.25,0.25,0.4403065794646204,0.0,0.3790152475643694,0.1806781729710102,0.38471069415706266,0.2971708942522289,0.19007666649428956,0.12804174509641883,0.004810295333516679,0.003463704244940226,0.0053164052066024155
2019-03-14,253.6038818359375,169.33775329589844,100.39568328857422,122.41000366210938,-0.0006394153312242468,-0.0016949486446392603,-0.0072228922938941675,-0.011547098821608426,0.25,0.25,0.25,0.25,0.4403065794646204,0.0,0.3790152475643694,0.1806781729710102,0.38471069415706266,0.2971708942522289,0.19007666649428956,0.12804174509641883,-0.005276088772841525,-0.0051054338064535736,-0.0036010932939592403
2019-03-15,254.8568115234375,170.9093475341797,101.0597152709961,122.97000122070312,0.004940498853682973,0.009280826086874194,0.006614148742961401,0.004574769560006908,0.25,0.25,0.25,0.25,0.4403065794646204,0.0,0.3790152475643694,0.1806781729710102,0.38471069415706266,0.2971708942522289,0.19007666649428956,0.12804174509641883,0.006352560810881369,0.005508758380220545,0.0065016109537551275
